Year,Month,Day,Theta,Phi,Latitude
1923,1,1,280.7,92.0,5.8
1923,1,1,296.7,67.9,8.5
1923,1,1,265.4,55.8,-4.2
1923,1,2,278.8,91.8,6.3
1923,1,2,267.5,56.0,-4.2
1923,1,3,277.5,91.9,6.2
1923,1,3,267.7,56.3,-4.2
1923,1,3,283.1,60.0,6.1
1923,1,4,278.0,84.6,7.1
1923,1,4,281.5,68.9,8.5
1923,1,4,268.3,56.5,-3.7
1923,1,21,90.5,63.3,-1.5
1923,1,22,89.5,63.4,-1.9
1923,1,23,81.6,95.8,-2.5
1923,1,23,74.8,74.6,5.8
1923,1,28,290.9,82.4,6.4
1923,1,29,284.3,82.4,6.0
1923,1,30,280.3,85.0,6.1
1923,1,31,277.0,87.1,5.3
1923,2,12,56.2,183.7,12.1
1923,2,12,265.2,279.8,-7.0
1923,2,13,41.9,183.6,11.6
1923,2,14,6.9,184.7,12.0
1923,2,15,328.3,184.8,11.0
1923,2,16,305.5,183.4,10.1
1923,2,19,4.5,120.0,11.9
1923,2,20,338.0,112.7,6.6
1923,2,23,32.8,54.7,14.2
1923,3,15,82.0,100.3,4.3
1923,3,16,79.0,100.3,4.4
1923,3,17,160.2,126.8,-30.5
1923,3,20,258.5,121.1,-11.3
1923,3,22,305.3,87.0,3.4
1923,3,23,293.5,87.2,5.8
1923,3,24,285.2,89.9,6.3
1923,3,25,282.0,88.8,7.1
1923,3,26,279.5,88.6,7.2
1923,3,29,76.5,295.1,4.7
1923,3,30,70.9,295.4,4.7
1923,3,31,59.7,295.7,4.5
1923,4,1,5.8,297.6,4.5
1923,4,2,315.7,296.3,4.0
1923,4,3,295.1,294.3,4.9
1923,4,10,61.1,122.1,23.2
1923,4,14,268.1,147.8,-5.8
1923,4,15,266.4,148.8,-6.5
1923,4,15,18.8,112.0,5.2
1923,4,17,291.2,115.2,5.2
1923,4,18,283.7,116.3,4.9
1923,4,19,277.9,118.3,3.6
1923,4,19,94.1,1.8,-6.0
1923,4,20,93.3,1.7,-5.8
1923,4,21,93.5,2.0,-6.0
1923,4,22,93.5,1.7,-5.8
1923,4,23,101.2,2.4,-6.1
1923,4,24,247.8,2.0,-6.6
1923,4,25,264.2,2.7,-5.9
1923,4,26,266.2,3.3,-5.8
1923,4,27,266.1,3.9,-5.8
1923,4,28,267.0,4.2,-4.7
1923,4,29,266.6,5.4,-4.5
1923,4,30,81.6,232.9,3.1
1923,5,11,56.7,113.2,7.7
1923,5,12,25.1,113.4,7.7
1923,5,13,315.9,113.8,7.6
1923,5,14,289.7,116.6,7.0
1923,5,20,77.7,325.2,8.0
1923,5,21,74.3,326.2,7.4
1923,5,23,102.1,279.8,-10.2
1923,5,24,104.0,279.5,-10.2
1923,5,25,110.5,279.7,-10.1
1923,5,26,83.3,283.1,0.2
1923,5,27,80.2,196.8,9.6
1923,5,27,304.8,327.5,26.5
1923,5,28,79.8,196.9,9.4
1923,5,29,78.3,196.7,9.4
1923,5,30,75.0,197.2,9.5
1923,5,31,70.2,197.3,9.5
1923,6,1,63.6,197.1,9.5
1923,6,1,97.7,164.5,-6.4
1923,6,2,25.1,197.0,9.1
1923,6,2,101.4,165.5,-6.9
1923,6,2,47.1,190.1,10.1
1923,6,3,108.6,165.9,-7.1
1923,6,3,75.2,141.0,10.8
1923,6,4,122.4,163.3,-7.0
1923,6,5,248.2,174.9,-6.3
1923,6,18,96.7,306.8,-3.3
1923,6,19,99.9,306.3,-3.4
1923,6,20,109.6,307.0,-3.3
1923,6,21,158.2,307.6,-3.2
1923,6,21,302.6,10.4,29.9
1923,6,22,249.4,308.3,-3.1
1923,6,23,259.1,309.3,-2.8
1923,6,24,263.1,310.3,-2.8
1923,6,24,292.5,280.6,7.2
1923,6,25,265.1,311.2,-2.6
1923,6,25,273.0,312.0,3.9
1923,6,25,79.8,220.1,8.0
1923,6,26,273.5,314.0,4.1
1923,6,26,72.8,220.4,8.3
1923,6,27,58.5,219.7,8.5
1923,6,28,320.2,220.6,8.3
1923,6,29,290.0,218.8,8.3
1923,6,30,282.1,219.2,8.5
1923,7,1,279.5,220.0,8.5
1923,7,2,277.9,221.1,8.5
1923,7,3,277.4,223.0,8.1
1923,7,11,85.3,345.3,6.2
1923,7,22,84.2,233.4,7.2
1923,7,23,80.6,235.4,6.9
1923,7,24,290.7,236.9,6.9
1923,7,25,276.6,238.0,7.2
1923,7,26,275.1,238.8,7.4
1923,7,27,256.3,202.9,3.1
1923,7,28,268.7,203.3,4.6
1923,7,29,270.7,204.4,5.0
1923,7,30,271.6,204.8,4.8
1923,7,30,119.2,84.2,-25.8
1923,7,31,272.0,203.5,4.3
1923,7,31,123.8,83.7,-25.9
1923,8,1,129.3,83.3,-26.3
1923,8,3,155.1,84.3,-26.1
1923,8,4,174.6,84.3,-26.1
1923,8,7,229.9,90.4,-26.2
1923,8,16,56.3,272.9,15.6
1923,8,20,351.9,240.0,31.5
1923,8,20,179.5,235.7,-27.9
1923,8,21,336.1,232.9,33.9
1923,9,1,133.7,34.9,-28.9
1923,9,2,144.7,37.2,-28.3
1923,9,3,161.5,38.3,-28.0
1923,9,4,184.0,38.3,-27.6
1923,9,5,202.5,38.5,-27.2
1923,9,6,219.6,39.3,-27.1
1923,9,7,229.7,39.4,-27.1
1923,9,7,68.4,280.2,22.7
1923,9,8,234.8,39.0,-27.0
1923,9,8,68.7,283.4,22.0
1923,9,8,173.3,340.0,-23.7
1923,9,9,239.1,38.7,-26.9
1923,9,9,67.1,283.9,21.8
1923,9,10,60.2,286.0,21.6
1923,9,11,45.5,287.0,21.8
1923,9,12,16.3,287.5,21.9
1923,9,13,334.7,286.2,21.8
1923,9,14,308.7,285.0,21.7
1923,9,15,298.8,284.2,21.8
1923,9,16,293.1,285.7,21.7
1923,9,17,290.8,286.4,21.6
1923,9,18,290.4,286.0,21.5
1923,9,18,277.7,228.2,8.9
1923,9,19,275.4,228.7,8.8
1923,9,24,109.8,58.1,-17.7
1923,9,25,112.6,58.1,-17.4
1923,9,26,116.7,58.0,-17.0
1923,9,27,126.7,58.3,-17.1
1923,9,28,139.9,59.7,-17.2
1923,9,28,130.3,35.0,-27.7
1923,9,29,155.9,59.9,-16.8
1923,9,29,135.3,35.0,-26.4
1923,9,30,199.4,59.1,-16.8
1923,10,1,212.0,59.3,-16.7
1923,10,2,233.0,58.9,-16.6
1923,10,3,240.4,58.7,-16.2
1923,10,4,247.4,58.7,-16.8
1923,10,5,250.3,58.8,-16.7
1923,10,5,62.6,281.6,27.7
1923,10,6,252.4,60.9,-17.1
1923,10,9,88.3,222.2,3.5
1923,10,10,89.5,222.3,3.4
1923,10,11,90.7,222.7,3.6
1923,10,12,92.4,223.2,3.6
1923,10,13,95.6,223.6,3.7
1923,10,14,114.0,224.0,3.6
1923,10,15,256.0,224.2,3.6
1923,10,16,265.2,223.9,3.4
1923,10,16,277.8,215.3,7.2
1923,10,17,267.8,224.3,3.3
1923,10,18,269.7,224.1,3.5
1923,10,19,271.0,223.5,3.6
1923,10,20,272.1,222.7,3.6
1923,10,21,108.3,59.4,-17.0
1923,10,22,110.8,58.9,-17.1
1923,10,22,109.2,94.6,-5.3
1923,10,23,113.4,58.4,-16.9
1923,10,23,119.8,95.3,-5.3
1923,10,24,120.3,58.2,-16.9
1923,10,24,168.0,95.2,-5.5
1923,10,24,229.7,131.8,-22.4
1923,10,25,130.7,58.0,-17.0
1923,10,25,227.5,95.5,-5.6
1923,10,26,149.8,57.9,-17.1
1923,10,26,247.5,96.2,-5.9
1923,10,27,181.6,57.4,-17.0
1923,10,27,255.0,96.2,-6.2
1923,10,28,211.7,57.2,-17.0
1923,10,28,258.6,99.2,-7.0
